Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Trim72	6.228278486	-0.552469126	0.493913035	-1.118555469	0.26332983	NA
Trim75	0.43057988	-0.345162085	2.038159093	-0.169349923	0.86552141	NA
Trim79	0.398692485	-0.682593116	2.022591604	-0.337484401	0.735751769	NA
Trim8	473.9574132	-0.057023061	0.053559978	-1.064658031	0.287030709	0.695510023
Trim9	134.974768	0.024508293	0.107658617	0.22764822	0.81991973	0.948159939
Triml1	0	NA	NA	NA	NA	NA
Triml2	0.052932172	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
Trio	1296.068234	0.007138745	0.043872065	0.162717328	0.870741003	0.965462213
Triobp	3.688376815	0.431363743	0.537512929	0.802517894	0.422253442	NA
Trip10	238.7273394	0.182183433	0.0690923	2.636812382	0.00836891	0.130157297
Trip11	1802.630563	0.005233595	0.033669674	0.155439437	0.876474896	0.967422994
Trip12	3078.369631	0.061160964	0.035389214	1.728237448	0.083945662	0.431830411
Trip13	5.740667576	-0.734734179	0.463915143	-1.583768476	0.113246415	NA
Trip4	22.08195088	0.390171468	0.248653841	1.569135098	0.116616463	NA
Trip6	62.19559944	-0.05958578	0.14278896	-0.41729963	0.676459259	0.900222373
Trit1	100.3413851	-0.03415168	0.111919354	-0.305145436	0.760255387	0.927308189
Trmt1	0	NA	NA	NA	NA	NA
Trmt11	106.1265818	-0.094729903	0.115854957	-0.817659472	0.413551659	0.776246067
Trmt112	0	NA	NA	NA	NA	NA
Trmt12	79.53741704	0.240072805	0.115662646	2.075629549	0.037928226	0.292170576
Trmt2a	2.391623371	-1.291939688	0.768551573	-1.681005847	0.092761779	NA
Trmt2b	2.812485576	0.538228456	0.599207773	0.898233433	0.369061113	NA
Trmt5	111.8440988	0.022955982	0.115703957	0.198402739	0.842729974	0.956253776
Trmt6	185.3973586	-0.078460545	0.088552062	-0.886038604	0.375596725	0.760950659
Trmt61a	3.105378269	0.055633678	0.609931832	0.091212944	0.92732339	NA
Trmt61b	3.255527599	-0.192110215	0.538324271	-0.356867088	0.72119131	NA
Trmu	96.30288929	0.199377262	0.106595635	1.870407374	0.061427269	0.373216133
Trnau1ap	164.2964678	0.0136763	0.099350329	0.137657322	0.89051125	0.971485102
Trnp1	2032.15286	0.15882147	0.045059164	3.52473183	0.000423912	0.016750792
Trnt1	232.1092508	0.009338643	0.087326214	0.10693975	0.914836778	0.977131298
Tro	123.2723878	-0.128634724	0.104759633	-1.227903537	0.219483181	0.634769873
Troap	0	NA	NA	NA	NA	NA
Trove2	1664.462194	0.018949793	0.043048451	0.440196847	0.659794543	0.896161424
Trp53	0.06986416	0.424981613	3.06038251	0.138865521	0.889556417	NA
Trp53bp1	768.2309549	0.003625139	0.054224056	0.066854817	0.946697283	0.986538075
Trp53bp2	586.950612	-0.011578544	0.056004347	-0.206743674	0.836210047	0.954433734
Trp53i11	181.6415836	-0.015095005	0.082842992	-0.182212219	0.855416184	0.960783613
Trp53i13	21.93224269	0.037676753	0.208272213	0.180901485	0.856444903	NA
Trp53inp1	250.7644328	0.141272768	0.081198005	1.739855165	0.081884453	0.426991804
Trp53inp2	2045.7127	-0.107053066	0.056784454	-1.885253064	0.05939568	0.36757106
Trp53rk	53.41114633	-0.104984507	0.14432442	-0.727420258	0.466968548	0.807506768
Trp53tg5	0.520811426	-1.256165488	1.466384137	-0.856641487	0.39164305	NA
Trp63	0	NA	NA	NA	NA	NA
Trp73	0.138557896	0.785651995	3.06038251	0.256716927	0.797397303	NA
Trpa1	0.600058561	0.647945304	1.38337675	0.468379495	0.639513229	NA
Trpc1	736.2388468	-0.31697076	0.067570035	-4.690995958	2.72E-06	0.000337287
Trpc2	66.54021413	0.142102531	0.149923621	0.94783284	0.343214559	0.741124993
Trpc3	107.8315501	0.006041704	0.107863725	0.05601238	0.955331945	0.987830637
Trpc4	100.1105983	0.096793909	0.107300782	0.902080186	0.367014274	0.755230664
Trpc4ap	0	NA	NA	NA	NA	NA
Trpc5	31.73906014	-0.220801485	0.180715191	-1.221820281	0.221775597	0.637317014
Trpc6	136.7625212	0.161666587	0.1001177	1.614765284	0.106361534	0.478604472
Trpc7	59.409348	0.220931574	0.15546756	1.421078286	0.155294002	0.557480385
Trpd52l3	0	NA	NA	NA	NA	NA
Trpm1	2865.840151	-0.013983537	0.037047288	-0.377451021	0.705838457	0.909938455
Trpm2	51.34635611	-0.232730938	0.1554326	-1.49731097	0.134312362	0.5303153
Trpm3	150.603417	0.14935011	0.138415607	1.07899762	0.280588789	0.690302911
Trpm4	20.58770428	-0.022798168	0.218964424	-0.104118136	0.917075599	NA
Trpm5	1.691788903	-0.763515763	1.023584114	-0.74592381	0.455713441	NA
Trpm6	3.518796822	0.059260917	0.565652437	0.104765601	0.916561806	NA
Trpm7	0	NA	NA	NA	NA	NA
Trpm8	1.244888145	1.657122148	0.96256628	1.721566797	0.085148022	NA
Trps1	564.7507332	0.085897346	0.065782739	1.305773336	0.19162965	0.60541631
Trpt1	2.917194369	0.425357821	0.615073036	0.691556607	0.48921582	NA
Trpv1	1.844298674	-0.002660716	0.802106005	-0.003317162	0.997353292	NA
Trpv2	23.85942184	0.376715631	0.232407332	1.620928339	0.105033008	NA
Trpv3	0.711339636	-0.204275713	1.209184333	-0.168936785	0.865846365	NA
Trpv4	11.7435488	0.07800163	0.340548983	0.229046728	0.818832598	NA
Trpv5	0	NA	NA	NA	NA	NA
Trpv6	0.652837404	0.612985628	1.577578459	0.388561104	0.697600844	NA
Trrap	2220.277358	-0.087891778	0.056094363	-1.566855817	0.117148397	0.499942499
Trub1	47.36234279	0.015936009	0.166828357	0.095523384	0.923899117	0.980599612
Trub2	0.375374051	-0.696730998	1.707762969	-0.407978748	0.683289277	NA
Try10	0	NA	NA	NA	NA	NA
Try4	0	NA	NA	NA	NA	NA
Try5	0	NA	NA	NA	NA	NA
Tsc1	567.3840927	-0.045487386	0.051360182	-0.885654676	0.375803639	0.760950659
Tsc2	5.833610892	-0.172623488	0.470907693	-0.366576062	0.713935266	NA
Tsc22d1	640.2385279	-0.1182617	0.055706638	-2.122937299	0.033759106	0.278343049
Tsc22d2	558.8190492	-0.081487896	0.057719102	-1.41180117	0.158008514	0.561082484
Tsc22d3	31.15459763	-0.196021343	0.184297102	-1.063615981	0.2875027	0.695658245
Tsc22d4	112.538834	0.086987553	0.132670669	0.655665293	0.512039505	0.829528535
Tsen15	197.1707162	0.129510195	0.089988878	1.43918003	0.150099522	0.551868848
Tsen2	83.89706058	0.122317817	0.12220183	1.000949149	0.316851393	0.724028168
Tsen34	0	NA	NA	NA	NA	NA
Tsen54	45.43574699	-0.131574785	0.170081161	-0.773599995	0.439167375	0.792402626
Tsfm	62.9481473	-0.066039095	0.136920038	-0.482318701	0.629579564	0.88455451
Tsg101	1028.381028	-0.130688254	0.047142461	-2.772198381	0.005567909	0.099171993
Tsga10	201.0639861	0.14133911	0.077510045	1.823494117	0.068228587	0.393051187
Tsga10ip	3.280234194	-0.478615514	0.668654272	-0.715789211	0.474121516	NA
Tsga13	0	NA	NA	NA	NA	NA
Tsga14	188.4435668	-0.002360914	0.089701278	-0.026319735	0.979002314	0.994271524
Tshb	0	NA	NA	NA	NA	NA
Tshr	39.99578084	-0.030886723	0.194271723	-0.158987229	0.873678936	0.966431649
Tshz1	589.9063325	0.055057262	0.060696092	0.907097313	0.364355339	0.754084794
Tshz2	533.6771516	-0.011053934	0.068239953	-0.161986243	0.871316687	0.965462213
Tshz3	166.0059143	-0.039921495	0.079862792	-0.499876023	0.617162376	0.88075246
Tsix	1.161170852	-1.134099353	1.0867026	-1.043615202	0.296663456	NA
Tsks	0	NA	NA	NA	NA	NA
Tsku	0.131077153	0.064312919	3.06038251	0.021014667	0.983233956	NA
Tslp	0.058868447	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
Tsn	607.9920784	0.064879465	0.058112797	1.116440241	0.264233737	0.679139903
Tsnax	996.2025194	0.024644132	0.041945212	0.587531461	0.556846828	0.85297901
Tsnaxip1	7.080778324	-0.330001594	0.388046283	-0.85041813	0.39509266	NA
Tspan1	1.173903038	-0.028899773	1.120999124	-0.02578037	0.979432519	NA
Tspan10	25.40481498	0.253065703	0.630781291	0.401194053	0.688277259	NA
Tspan11	1.990249768	0.059577257	0.783701536	0.07602034	0.939402916	NA
Tspan12	50.29793063	0.246243211	0.17560281	1.402273752	0.160833515	0.563736492
Tspan13	577.2152236	0.132438016	0.073489688	1.802130614	0.071524858	0.402690613
Tspan14	52.47727874	0.111587278	0.197273048	0.565648876	0.571632495	0.857880949
Tspan15	167.2703024	-0.085233647	0.082047332	-1.038835089	0.298881439	0.705635334
Tspan17	123.5999219	-0.055824484	0.113083355	-0.493657833	0.62154785	0.882172943
Tspan18	32.86419263	-0.355322828	0.293942681	-1.208816721	0.226733266	0.641764736
Tspan2	63.35464521	0.045876612	0.142529193	0.321875196	0.747547245	0.923194539
Tspan3	1737.007736	-0.047563289	0.059214893	-0.803231867	0.42184073	0.780394561
Tspan31	602.437897	0.048784245	0.059499236	0.819913794	0.412265253	0.775565748
Tspan32	0	NA	NA	NA	NA	NA
Tspan33	51.39567963	0.177919279	0.167593448	1.06161238	0.288411691	0.6961597
Tspan4	38.6049481	-0.270804835	0.164236202	-1.648874198	0.09917341	0.465185132
Tspan5	1379.740911	0.133768753	0.038263249	3.496011356	0.000472269	0.018592744
Tspan6	35.81460683	-0.011227621	0.210022878	-0.053459039	0.957366166	0.988210103
Tspan7	5057.918324	-0.087207529	0.03446451	-2.530357455	0.011394637	0.155658626
Tspan8	0	NA	NA	NA	NA	NA
Tspan9	389.3241717	-0.010596386	0.061168464	-0.173232822	0.862468426	0.962759309
Tspo	30.28332114	0.022752094	0.302744346	0.075152827	0.940093117	0.985347624
Tspo2	0	NA	NA	NA	NA	NA
Tspy-ps	0.474031406	1.268733177	1.497493979	0.847237581	0.39686271	NA
Tspyl1	797.332141	0.021597148	0.056800752	0.380226449	0.703777327	0.909822582
Tspyl2	544.5127552	-0.132657828	0.058033114	-2.285898843	0.022260177	0.22278971
Tspyl3	69.84637373	-0.124778071	0.150946435	-0.826638083	0.408442225	0.773691776
Tspyl4	3797.035275	-0.101835636	0.034361435	-2.96366075	0.003040032	0.068462509
Tspyl5	115.4123214	-0.07857499	0.115807721	-0.678495263	0.497457726	0.824624909
Tsr1	161.1609774	-0.047521478	0.12156621	-0.390910259	0.695863571	0.907489114
Tsr2	0	NA	NA	NA	NA	NA
Tssc1	152.0504905	-0.158261491	0.098555519	-1.605810535	0.108315545	0.482916236
Tssc4	0	NA	NA	NA	NA	NA
Tssk1	0.27555464	-1.459367413	2.506804998	-0.58216232	0.560457351	NA
Tssk2	0.051669733	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
Tssk3	0.553859611	-0.188688276	1.48841303	-0.126771449	0.899121294	NA
Tssk4	0.362836431	0.064320105	2.093396247	0.030725241	0.975488661	NA
Tssk5	0.331149162	1.878243759	2.383191256	0.788121287	0.430625765	NA
Tssk6	0.855739582	1.873395751	1.17416472	1.595513576	0.110597437	NA
Tst	18.37288152	-0.323116918	0.353947834	-0.912894182	0.361298198	NA
Tsta3	130.3603088	-0.091131724	0.107552322	-0.847324557	0.396814243	0.772707941
Tstd1	7.94574663	-0.287486433	0.370158557	-0.776657537	0.437360846	NA
Tstd2	131.0588908	0.049281222	0.106718633	0.461786479	0.644234448	0.890984201
Tsx	4.065794212	0.750344116	0.549228556	1.366178265	0.171883018	NA
Ttbk1	351.0434069	-0.078700892	0.063963211	-1.230408708	0.218544094	0.634359855
Ttbk2	0	NA	NA	NA	NA	NA
Ttc1	324.3225758	-0.073829577	0.068934394	-1.071012202	0.284163943	0.692843192
Ttc12	58.75126012	0.040937773	0.144943732	0.282439074	0.777606857	0.934380316
Ttc13	165.9347804	-0.042568729	0.09346667	-0.455442877	0.648790654	0.892397943
Ttc14	114.8926044	0.239415562	0.118995365	2.011973838	0.044222695	0.318576591
Ttc15	11.9297175	0.468588057	0.356429864	1.314671143	0.188620449	NA
Ttc16	9.744611638	-0.176400879	0.337839476	-0.522144071	0.601570024	NA
Ttc17	629.7468487	-0.074451756	0.048726775	-1.52794344	0.126526581	0.517275144
Ttc18	0.409042019	-0.234200166	1.858009845	-0.126048937	0.899693187	NA
Ttc19	4.172996942	0.652538246	0.470093301	1.388103691	0.165105473	NA
Ttc21a	24.09217188	-0.423261949	0.236750082	-1.787800646	0.073808177	NA
Ttc21b	334.4727201	0.044475467	0.071429522	0.622648247	0.533515699	0.839014001
Ttc22	4.212293847	0.428979912	0.585619446	0.732523341	0.463849202	NA
Ttc23	1.716455651	-0.028419626	0.823911528	-0.034493541	0.972483593	NA
Ttc23l	0	NA	NA	NA	NA	NA
Ttc24	0	NA	NA	NA	NA	NA
Ttc25	87.76050465	0.14076799	0.112044141	1.256361905	0.208984787	0.626116591
Ttc26	95.36962875	0.025352746	0.115223726	0.220030604	0.82584732	0.950174168
Ttc27	106.4438547	-0.26233984	0.103286002	-2.539936051	0.011087274	0.153424287
Ttc28	1398.220181	-0.146504509	0.052637218	-2.783287453	0.005381111	0.097306899
Ttc29	0.670184265	0.73460812	1.293032794	0.568127988	0.569948064	NA
Ttc3	6026.028359	-0.01383855	0.042071488	-0.328929426	0.742209032	0.921328365
Ttc30a1	103.5258124	-0.246827162	0.108230369	-2.280572116	0.022573779	0.224102426
Ttc30a2	4.536323742	0.345548603	0.54641721	0.632389678	0.527132277	NA
Ttc30b	214.1994047	0.076696116	0.09098205	0.842980745	0.399239213	0.773608579
Ttc32	25.11687847	-0.279285947	0.236460529	-1.181110216	0.237558942	NA
Ttc33	274.8652441	-0.098191712	0.079957711	-1.228045557	0.219429867	0.634769873
Ttc34	14.94674274	0.112240388	0.304643152	0.368432335	0.71255089	NA
Ttc35	538.3121155	0.004639462	0.052672646	0.088081042	0.929812264	0.982017176
Ttc36	2.259296894	0.038646552	0.669592906	0.057716489	0.953974459	NA
Ttc37	294.6460024	-0.037240691	0.070498993	-0.528244291	0.597329792	0.870735285
Ttc38	34.54346744	0.009572709	0.178307304	0.053686578	0.957184877	0.988196752
Ttc39a	0.179365014	-0.296353893	2.478671643	-0.119561578	0.904830458	NA
Ttc39b	444.0259703	-0.117878598	0.061216392	-1.925605131	0.054153698	0.351838113
Ttc39c	306.7615842	0.015918657	0.097171293	0.163820573	0.869872395	0.965428959
Ttc39d	5.654900739	-0.359101202	0.482155345	-0.744783202	0.456402791	NA
Ttc4	48.70359861	0.161942216	0.197126307	0.82151499	0.41135299	0.774993789
Ttc5	87.11276449	0.155767404	0.113439671	1.373129905	0.169711966	0.575757481
Ttc7	40.58322039	0.191269582	0.191466497	0.998971544	0.317808477	0.725033032
Ttc7b	1117.348777	-0.004021675	0.044453144	-0.09046998	0.927913749	0.981744524
Ttc8	0.388266257	-1.352266818	1.838108777	-0.735683783	0.461923161	NA
Ttc9	289.4001003	-0.025948785	0.086072498	-0.301475921	0.763051609	0.92840413
Ttc9b	59.02351743	-0.162688457	0.146836366	-1.107957528	0.267880159	0.682700039
Ttc9c	337.8309351	0.134336824	0.059274783	2.266340193	0.023430562	0.227048746
Ttf1	222.6235469	0.170048727	0.108123748	1.57272321	0.115782923	0.498100002
Ttf2	25.72552871	-0.306375982	0.221457827	-1.383450681	0.16652672	NA
Tti1	268.1154441	-0.050532662	0.074853159	-0.675090575	0.499618221	0.825144151
Ttk	0.06986416	0.424981613	3.06038251	0.138865521	0.889556417	NA
Ttl	115.990368	-0.11849768	0.103943217	-1.140023211	0.254276631	0.670371289
Ttll1	487.931118	0.058329715	0.053840277	1.083384377	0.278637847	0.688677745
Ttll10	0.416666389	1.646455472	2.279793276	0.722195073	0.470174552	NA
Ttll11	3.708031698	0.213975868	0.629937396	0.33967799	0.734099039	NA
Ttll12	207.9465694	-0.073158437	0.082200677	-0.889997996	0.373466962	0.758811468
Ttll13	25.78331979	0.213710925	0.219451754	0.973840133	0.330135923	NA
Ttll2	0	NA	NA	NA	NA	NA
Ttll3	83.8717907	-0.10857155	0.12482889	-0.869763003	0.384429934	0.76563057
Ttll4	189.0751215	0.036403907	0.083677384	0.435050728	0.663525607	0.896272626
Ttll5	832.9208872	0.080948252	0.062057584	1.304405459	0.192095375	0.60599218
Ttll6	0	NA	NA	NA	NA	NA
Ttll7	995.7302437	-0.00290294	0.047460978	-0.061164778	0.95122798	0.987282739
Ttll8	0.255511034	0.785663503	2.011644315	0.390557862	0.696124078	NA
Ttll9	2.150794187	-1.709114795	0.814630127	-2.098025521	0.035902891	NA
Ttn	27.72123907	0.341245241	0.3593813	0.949535329	0.342348412	0.741027354
Ttpa	2.438859725	-1.218545118	0.857768267	-1.420599439	0.155433242	NA
Ttpal	0	NA	NA	NA	NA	NA
Ttr	540.0441588	-0.362179106	0.410838777	-0.881560179	0.378014697	0.762268088
Ttyh1	0	NA	NA	NA	NA	NA
Ttyh2	442.2850121	-0.177652809	0.06916809	-2.568421482	0.010216285	0.147293984
Ttyh3	977.5745918	-0.149129582	0.051437819	-2.899220579	0.003740916	0.078139648
Tub	2306.746669	-0.034428595	0.040675237	-0.84642641	0.397314911	0.773249322
Tuba1a	2910.011698	-0.067242028	0.041860973	-1.606317836	0.108204094	0.482909832
Tuba1b	2587.02539	-0.09901181	0.046117357	-2.146953284	0.031797001	0.268681753
Tuba1c	12.08918388	0.178028126	0.341165783	0.521822922	0.601793628	NA
Tuba3a	0	NA	NA	NA	NA	NA
Tuba3b	0.118409028	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
Tuba4a	743.2431434	-0.082577721	0.061688924	-1.338615027	0.180696031	0.588310695
Tuba8	62.78202495	-0.232464925	0.142852283	-1.627309832	0.103671311	0.472594263
Tubal3	0.061833116	0.424981613	3.06038251	0.138865521	0.889556417	NA
Tubb1	0.120957495	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
Tubb2a	996.5469205	-0.100512293	0.061240713	-1.641265894	0.100742233	0.468277186
Tubb2a-ps2	0	NA	NA	NA	NA	NA
Tubb2b	66.3187195	0.015662561	0.142825961	0.109661861	0.912677549	0.976675027
Tubb2c	1076.270018	-0.004375363	0.050598112	-0.086472844	0.931090543	0.982280728
Tubb3	521.7768986	-0.141404668	0.05998134	-2.357477616	0.018399565	0.203781696
Tubb4	3198.125228	-0.072844799	0.052473062	-1.388232288	0.165066323	0.569051381
Tubb5	4388.007155	0.017600933	0.045098505	0.390277538	0.696331331	0.907877181
Tubb6	12.88278761	-0.644731191	0.520456195	-1.238780894	0.215426651	NA
Tubd1	27.88193865	0.109722407	0.229269121	0.478574727	0.632241201	0.885436809
Tube1	209.1809257	0.062319428	0.080344226	0.775655341	0.437952515	0.791616925
Tubg1	267.1819356	0.014747248	0.07672682	0.192204598	0.847581944	0.957400538
Tubg2	281.6406497	0.111649452	0.06940884	1.608576833	0.107708903	0.481822344
Tubgcp2	271.1233168	0.004428733	0.06925805	0.063945384	0.949013715	0.987212962
Tubgcp3	352.9191242	-0.10035437	0.057044016	-1.759244464	0.078535995	0.420217431
Tubgcp4	182.7973265	0.135274222	0.088730404	1.524553218	0.127370573	0.518922347
Tubgcp5	423.3924496	-0.005151499	0.057287297	-0.089923934	0.928347662	0.981780619
Tubgcp6	319.1227667	0.070921967	0.058345888	1.215543535	0.224158855	0.640308119
Tufm	0	NA	NA	NA	NA	NA
Tuft1	120.5101946	0.248300947	0.124934726	1.987445395	0.046873061	0.328062774
Tug1	746.5860358	0.085299239	0.042337531	2.014742871	0.043931598	0.316714734
Tulp1	11162.43608	-0.001626182	0.045210389	-0.0359692	0.971306918	0.992517336
Tulp2	0	NA	NA	NA	NA	NA
Tulp3	182.4679174	-0.230156427	0.081789859	-2.813997111	0.004892967	0.091423928
Tulp4	1385.838576	0.101662905	0.049241614	2.06457295	0.038963425	0.295872442
Tusc1	14.03443769	0.076435228	0.253588168	0.301414803	0.763098208	NA
Tusc2	377.1948244	0.009084479	0.075277953	0.120679141	0.903945181	0.975342955
Tusc3	525.600877	0.042455056	0.071287742	0.595544974	0.551479246	0.850254434
Tusc3-2	155.0895343	0.264773003	0.106029065	2.497173786	0.012518759	0.165356844
Tusc5	397.7102235	-0.205741205	0.064947442	-3.167810763	0.001535915	0.043814633
Tut1	157.7506362	-0.136730431	0.082082989	-1.665758428	0.095761539	0.458152405
Twf1	487.6860454	-0.05705118	0.057698074	-0.988788301	0.322766729	0.727525873
Twf2	35.27918207	-0.298711844	0.171508835	-1.741670297	0.081566153	0.426373976
Twist1	1.141052224	1.497759602	1.312417093	1.141222261	0.253777443	NA
Twist2	0.296823034	1.749985749	2.807195644	0.62339287	0.533026382	NA
Twistnb	184.680617	-0.040290493	0.078230399	-0.515023487	0.606536608	0.874998502
Twsg1	421.2553581	0.022679981	0.074436401	0.304689382	0.760602737	0.927625812
Txk	0	NA	NA	NA	NA	NA
Txlna	314.6770491	0.032044378	0.089637405	0.357488905	0.72072583	0.913950397
Txlnb	10.35642791	0.60823352	0.33276495	1.827817264	0.067576981	NA
Txlng	235.5328487	-0.05830501	0.0811452	-0.718526913	0.472432459	0.812571644
Txn1	118.2286684	-0.05118325	0.10267539	-0.498495797	0.618134631	0.880940533
Txn2	814.107997	-0.000163364	0.051018761	-0.003202032	0.997445152	0.998895116
Txndc11	159.5966318	0.052233008	0.082766031	0.631092343	0.527980147	0.836628575
Txndc12	254.2109994	0.058884888	0.069339748	0.849222701	0.395757384	0.772039248
Txndc15	294.4272421	0.01185791	0.083772401	0.141549127	0.887436153	0.970584963
Txndc16	548.9402074	0.170884805	0.053451845	3.196986116	0.001388716	0.041042139
Txndc17	118.5529763	0.031988994	0.137073487	0.233371129	0.81547323	0.946514509
Txndc2	0.108107072	0.785651995	3.06038251	0.256716927	0.797397303	NA
Txndc3	0	NA	NA	NA	NA	NA
Txndc5	490.6692706	-0.161821029	0.05935941	-2.726122584	0.006408319	0.108010046
Txndc6	0.559243494	-1.448410083	1.685343978	-0.859415112	0.390111535	NA
Txndc8	0	NA	NA	NA	NA	NA
Txndc9	414.6319154	-0.054156375	0.058535321	-0.925191392	0.35486636	0.746759211
Txnip	0	NA	NA	NA	NA	NA
Txnl1	564.6080803	-0.020242133	0.05400275	-0.374835225	0.707783015	0.909938455
Txnl4a	126.0479302	0.0419295	0.099722567	0.420461499	0.67414835	0.899159002
Txnl4b	79.35442296	-0.179179019	0.117088443	-1.53028783	0.125945499	0.517275144
Txnrd1	2.552587142	0.243125877	0.612858789	0.396707824	0.69158293	NA
Txnrd2	53.80184588	-0.158830186	0.147855774	-1.074223762	0.282722405	0.691826912
Txnrd3	0	NA	NA	NA	NA	NA
Tyk2	109.5380411	0.116954233	0.11112756	1.052432293	0.292601259	0.699476324
Tymp	5.984302453	-0.182458519	0.432181883	-0.422179934	0.672893687	NA
Tyms	0	NA	NA	NA	NA	NA
Tyms-ps	0.609255221	1.201046908	1.344079997	0.893582904	0.371545097	NA
Tyr	48.63313244	0.008911579	0.671547156	0.013270221	0.989412206	0.996604874
Tyro3	121.8476957	-0.174663571	0.099137729	-1.761827432	0.078098458	0.41976446
Tyrobp	5.714368124	0.626415216	0.487802974	1.284156205	0.199087305	NA
Tyrp1	204.2546594	0.311808688	0.85898431	0.362996954	0.71660716	0.912781225
Tysnd1	85.5547962	0.053471301	0.135403178	0.394904328	0.692913496	0.906784874
Tyw1	81.28333115	-0.0061765	0.125495685	-0.049216834	0.960746496	0.989306473
Tyw3	3.374276818	0.394660499	0.576136885	0.685011687	0.493336546	NA
U2af1	4.174363634	-0.248077861	0.483828725	-0.512739009	0.608133898	NA
U2af1l4	175.7570294	-0.136601565	0.087701006	-1.55758264	0.119332217	0.504616139
U2af2	692.3604717	0.061199954	0.052465916	1.166470713	0.243424183	0.659662841
U46068	0	NA	NA	NA	NA	NA
U90926	0.660025934	-0.179671534	1.712611865	-0.104910831	0.916446565	NA
Uaca	287.0400213	-0.034945359	0.127272481	-0.274571212	0.783645686	0.936769296
Uap1	788.4660208	-0.039822844	0.039957761	-0.996623507	0.318947292	0.725399415
Uap1l1	33.45792099	0.054752321	0.191955014	0.285235168	0.775463979	0.934023131
Uba1	109.4870731	0.041031476	0.253728937	0.161713822	0.871531219	0.965462213
Uba2	1040.479661	-0.021297017	0.042022361	-0.506802008	0.612293747	0.878496259
Uba3	0.540959133	0.099405284	1.517038914	0.065525863	0.947755315	NA
Uba5	246.6312679	0.017637159	0.072345123	0.243791951	0.807391954	0.943344471
Uba52	1374.531925	0.046470953	0.05930422	0.783602802	0.433273211	0.788300118
Uba6	278.3811801	0.082459804	0.078100606	1.055815171	0.291052666	0.698047234
Uba7	14.45895428	-0.37343959	0.258095604	-1.446904106	0.147923783	NA
Ubac1	289.1832075	-0.050560558	0.074545499	-0.678250984	0.497612571	0.824624909
Ubac2	166.1538504	-0.045183875	0.0812549	-0.556075701	0.578159105	0.860219899
Ubap1	507.5604857	0.040783042	0.067878094	0.600827741	0.547954725	0.847698359
Ubap2	1330.05261	-0.059476888	0.05320569	-1.117867056	0.263623777	0.679044442
Ubap2l	4.68483271	0.189615139	0.531502056	0.35675335	0.721276462	NA
Ubash3a	0	NA	NA	NA	NA	NA
Ubash3b	177.6213155	-0.097678231	0.089173629	-1.09537127	0.273354016	0.685023792
Ubb	5828.340482	-0.237722259	0.0504424	-4.712746836	2.44E-06	0.000321914
Ubc	2439.460937	-0.33894759	0.052823766	-6.416573739	1.39E-10	5.95E-08
Ubd	0	NA	NA	NA	NA	NA
Ube1y1	0.116798728	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
Ube2a	193.9031389	0.130302647	0.092827524	1.403707018	0.160406112	0.563736492
Ube2b	540.0695089	0.045452727	0.053736071	0.845851322	0.397635691	0.773591391
Ube2c	1.768870541	0.022038391	0.99892483	0.022062112	0.982398409	NA
Ube2cbp	84.27955701	0.090727757	0.127200873	0.713263632	0.475682637	0.813832274
Ube2d1	264.5299913	-0.131033583	0.069259569	-1.891920268	0.058501605	0.364788791
Ube2d2	1007.667134	-0.018773194	0.038443389	-0.488333472	0.625313656	0.882970344
Ube2d3	2377.300962	-0.0160824	0.034924273	-0.460493498	0.645162037	0.890984201
Ube2dnl	0	NA	NA	NA	NA	NA
Ube2e1	710.0074921	-0.010739659	0.062607563	-0.171539317	0.863799718	0.962759309
Ube2e2	105.5648654	0.079232921	0.106383652	0.744784742	0.45640186	0.800154591
Ube2e3	658.4362711	0.127861237	0.061503548	2.078924577	0.037624283	0.291513057
Ube2f	172.2003659	0.056020139	0.088319157	0.634292051	0.525890243	0.83642263
Ube2g1	297.0810735	0.019021415	0.074377518	0.25574146	0.798150479	0.941224676
Ube2g2	255.2461014	-0.071051006	0.074498505	-0.953723913	0.340223413	0.740037267
Ube2h	3.945196477	-0.011557104	0.657296527	-0.017582786	0.985971689	NA
Ube2i	9.955482309	0.307995781	0.33296469	0.92501034	0.354960529	NA
Ube2j1	1207.033214	-0.000864208	0.042720303	-0.02022945	0.983860335	0.994957907
Ube2j2	0	NA	NA	NA	NA	NA
Ube2k	815.9153036	-0.0015264	0.055132768	-0.027685889	0.977912678	0.994268321
Ube2l3	962.65241	-0.032600601	0.046126791	-0.706760668	0.479715221	0.816649205
Ube2l6	23.47708282	0.646853921	0.244900861	2.641288882	0.008259126	NA
Ube2m	32.10399666	-0.093804841	0.18888433	-0.496625849	0.619452921	0.881345531
Ube2n	1277.652104	0.003952546	0.03760387	0.105110093	0.91628845	0.977294959
Ube2o	568.0786552	-0.026004151	0.064797809	-0.401312197	0.688190285	0.905786103
Ube2q1	737.7159668	-0.01954449	0.056621614	-0.345177195	0.729961162	0.917506106
Ube2q2	389.3023524	-0.014126169	0.060993114	-0.231602682	0.816846624	0.946651195
