source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,0.03163350500062134,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2485,275,40,26944,0.14545454545454545,0.01609657947686117,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:0043067,regulation of programmed cell death,0.03170911509772696,True,"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]",1707,275,30,26944,0.10909090909090909,0.01757469244288225,query_1,"['GO:0012501', 'GO:0050794']"
GO:BP,GO:0007015,actin filament organization,0.03201194673770398,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]",456,275,12,26944,0.04363636363636364,0.02631578947368421,query_1,"['GO:0030036', 'GO:0097435']"
GO:BP,GO:0048813,dendrite morphogenesis,0.03242980021759997,True,"""The process in which the anatomical structures of a dendrite are generated and organized."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]",182,275,7,26944,0.025454545454545455,0.038461538461538464,query_1,"['GO:0016358', 'GO:0048667', 'GO:0048812']"
GO:BP,GO:0060836,lymphatic endothelial cell differentiation,0.03246876090781763,True,"""The process in which a venous blood vessel endothelial cell acquires specialized features of a lymphatic vessel endothelial cell, a thin flattened cell that lines the inside surfaces of lymph vessels."" [GOC:dph, GOC:sdb_2009, GOC:tb]",8,275,2,26944,0.007272727272727273,0.25,query_1,"['GO:0001945', 'GO:0045446']"
GO:BP,GO:0032353,negative regulation of hormone biosynthetic process,0.03246876090781763,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of hormones."" [GOC:ai]",8,275,2,26944,0.007272727272727273,0.25,query_1,"['GO:0031327', 'GO:0032351', 'GO:0042446', 'GO:0046885']"
GO:BP,GO:0040031,snRNA modification,0.03246876090781763,True,"""The covalent alteration of one or more nucleotides within snRNA, resulting in a change in the properties of the snRNA."" [GOC:jl]",8,275,2,26944,0.007272727272727273,0.25,query_1,"['GO:0009451', 'GO:0016073']"
GO:BP,GO:0021761,limbic system development,0.03246876090781763,True,"""The progression of the limbic system over time from its initial formation until its mature state. The limbic system is a collection of structures in the brain involved in emotion, motivation and emotional aspects of memory."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0878937420]",136,275,6,26944,0.02181818181818182,0.04411764705882353,query_1,"['GO:0030900', 'GO:0048731']"
GO:BP,GO:0051541,elastin metabolic process,0.03246876090781763,True,"""The chemical reactions and pathways involving elastin, a glycoprotein which is randomly coiled and crosslinked to form elastic fibers that are found in connective tissue."" [GOC:curators]",8,275,2,26944,0.007272727272727273,0.25,query_1,['GO:0009100']
GO:MF,GO:0015075,monoatomic ion transmembrane transporter activity,0.03251648685888916,True,"""Enables the transfer of an ion from one side of a membrane to the other."" [GOC:dgf, GOC:mtg_transport, ISBN:0815340729]",705,273,17,25063,0.06227106227106227,0.024113475177304965,query_1,['GO:0022857']
GO:BP,GO:0099500,vesicle fusion to plasma membrane,0.03309105604931587,True,"""Fusion of the membrane of a vesicle with the plasma membrane, thereby releasing its contents into the extracellular space."" [GOC:aruk, GOC:bc, ISBN:0071120009, PMID:18618940]",28,275,3,26944,0.01090909090909091,0.10714285714285714,query_1,"['GO:0006906', 'GO:0140029']"
GO:BP,GO:0045685,regulation of glial cell differentiation,0.03380980378957199,True,"""Any process that modulates the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]",95,275,5,26944,0.01818181818181818,0.05263157894736842,query_1,"['GO:0010001', 'GO:0045595']"
GO:BP,GO:0097106,postsynaptic density organization,0.03380980378957199,True,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic density, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane at excitatory synapse."" [GOC:BHF, GOC:sjp, PMID:21525273]",58,275,4,26944,0.014545454545454545,0.06896551724137931,query_1,['GO:0099084']
GO:BP,GO:0060047,heart contraction,0.03426968591835581,True,"""The multicellular organismal process in which the heart decreases in volume in a characteristic way to propel blood through the body."" [GOC:dph]",235,275,8,26944,0.02909090909090909,0.03404255319148936,query_1,"['GO:0003015', 'GO:0008015']"
GO:BP,GO:0060627,regulation of vesicle-mediated transport,0.0347939059628931,True,"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]",587,275,14,26944,0.05090909090909091,0.02385008517887564,query_1,"['GO:0016192', 'GO:0050794', 'GO:0051049']"
GO:BP,GO:0044238,primary metabolic process,0.03486462086960449,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]",12727,275,153,26944,0.5563636363636364,0.012021686178989549,query_1,['GO:0008152']
GO:MF,GO:0016879,"ligase activity, forming carbon-nitrogen bonds",0.034895608704813175,True,"""Catalysis of the joining of two molecules, or two groups within a single molecule, via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."" [GOC:mah]",51,273,4,25063,0.014652014652014652,0.0784313725490196,query_1,['GO:0016874']
GO:MF,GO:0017124,SH3 domain binding,0.034895608704813175,True,"""Binding to a SH3 domain (Src homology 3) of a protein, small protein modules containing approximately 50 amino acid residues found in a great variety of intracellular or membrane-associated proteins."" [GOC:go_curators, Pfam:PF00018]",122,273,6,25063,0.02197802197802198,0.04918032786885246,query_1,['GO:0019904']
GO:MF,GO:0097110,scaffold protein binding,0.034895608704813175,True,"""Binding to a scaffold protein. Scaffold proteins are crucial regulators of many key signaling pathways. Although not strictly defined in function, they are known to interact and/or bind with multiple members of a signaling pathway, tethering them into complexes."" [GOC:BHF, GOC:sjp, PMID:10433269, Wikipedia:Scaffold_protein]",84,273,5,25063,0.018315018315018316,0.05952380952380952,query_1,['GO:0005515']
GO:MF,GO:0008171,O-methyltransferase activity,0.034895608704813175,True,"""Catalysis of the transfer of a methyl group to the oxygen atom of an acceptor molecule."" [GOC:ai]",24,273,3,25063,0.01098901098901099,0.125,query_1,['GO:0008168']
GO:BP,GO:0051492,regulation of stress fiber assembly,0.0349737389593779,True,"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]",96,275,5,26944,0.01818181818181818,0.052083333333333336,query_1,"['GO:0032231', 'GO:0043149', 'GO:0110020']"
GO:CC,GO:0030128,clathrin coat of endocytic vesicle,0.0350703426305258,True,"""A clathrin coat found on an endocytic vesicle."" [GOC:mah]",12,277,2,26995,0.007220216606498195,0.16666666666666666,query_1,"['GO:0030125', 'GO:0030669']"
GO:CC,GO:0042622,photoreceptor outer segment membrane,0.0350703426305258,True,"""The membrane surrounding the outer segment of a vertebrate photoreceptor."" [GOC:jl]",12,277,2,26995,0.007220216606498195,0.16666666666666666,query_1,"['GO:0001750', 'GO:0060170']"
GO:CC,GO:0000813,ESCRT I complex,0.0350703426305258,True,"""An endosomal sorting complex required for transport. It consists of the class E vacuolar protein sorting (Vps) proteins and interacts with ubiquitinated cargoes."" [GOC:rb, PMID:12892785, PMID:12900393]",12,277,2,26995,0.007220216606498195,0.16666666666666666,query_1,"['GO:0010008', 'GO:0036452', 'GO:0098796']"
GO:CC,GO:0002102,podosome,0.0350703426305258,True,"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]",37,277,3,26995,0.010830324909747292,0.08108108108108109,query_1,"['GO:0015629', 'GO:0043232']"
GO:CC,GO:0005890,sodium:potassium-exchanging ATPase complex,0.0350703426305258,True,"""Sodium:potassium-exchanging ATPases are tetrameric proteins, consisting of two large alpha subunits and two smaller beta subunits. The alpha subunits bear the active site and penetrate the membrane, while the beta subunits carry oligosaccharide groups and face the cell exterior."" [ISBN:0198506732]",12,277,2,26995,0.007220216606498195,0.16666666666666666,query_1,"['GO:0090533', 'GO:0098797']"
GO:CC,GO:0017101,aminoacyl-tRNA synthetase multienzyme complex,0.0350703426305258,True,"""A multienzyme complex found in all multicellular eukaryotes composed of eight proteins with aminoacyl-tRNA synthetase activities (abbreviated as: ArgRS, AspRS, GluProRS, GlnRS, IleRS, LeuRS, LysRS, MetRS where RS is the enzyme, preceded by the amino acid it uses as a substrate) as well as three non-synthetase proteins (p43, p38, and p18) with diverse functions. Several of these subunits are known dimers, so the total polypeptide count in the multisynthetase complex is at least fifteen. All of the enzymes in this assembly catalyze the same reaction, the covalent attachment of an amino acid to either the 2'- or 3'-hydroxyl of the 3'-terminal adenosine of tRNA, but using different substrates."" [GOC:jl, PMID:16169847]",12,277,2,26995,0.007220216606498195,0.16666666666666666,query_1,"['GO:0140535', 'GO:1902494']"
GO:BP,GO:0015711,organic anion transport,0.03517294341635703,True,"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]",464,275,12,26944,0.04363636363636364,0.02586206896551724,query_1,['GO:0071702']
GO:BP,GO:0046622,positive regulation of organ growth,0.03517294341635703,True,"""Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]",59,275,4,26944,0.014545454545454545,0.06779661016949153,query_1,"['GO:0035265', 'GO:0046620', 'GO:0048639', 'GO:0051240']"
GO:BP,GO:0051155,positive regulation of striated muscle cell differentiation,0.03517294341635703,True,"""Any process that activates or increases the frequency, rate or extent of striated muscle cell differentiation."" [CL:0000737, GOC:ai]",59,275,4,26944,0.014545454545454545,0.06779661016949153,query_1,"['GO:0051146', 'GO:0051149', 'GO:0051153']"
GO:BP,GO:0006796,phosphate-containing compound metabolic process,0.03518624760931671,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2428,275,39,26944,0.14181818181818182,0.016062602965403624,query_1,['GO:0006793']
GO:BP,GO:0048732,gland development,0.03520600075303975,True,"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]",526,275,13,26944,0.04727272727272727,0.024714828897338403,query_1,['GO:0048513']
GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,0.035375116432139406,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1651,275,29,26944,0.10545454545454545,0.01756511205330103,query_1,"['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']"
GO:BP,GO:0007165,signal transduction,0.035375116432139406,True,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",6895,275,91,26944,0.33090909090909093,0.013197969543147208,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:MF,GO:0015349,thyroid hormone transmembrane transporter activity,0.03545259339752975,True,"""Enables the transfer of thyroid hormones from one side of a membrane to the other. Thyroid hormone are any of the compounds secreted by the thyroid gland, largely thyroxine and triiodothyronine."" [GOC:ai]",7,273,2,25063,0.007326007326007326,0.2857142857142857,query_1,['GO:0015291']
GO:MF,GO:0008139,nuclear localization sequence binding,0.03545259339752975,True,"""Binding to a nuclear localization sequence, a specific peptide sequence that acts as a signal to localize the protein within the nucleus."" [GOC:ai]",25,273,3,25063,0.01098901098901099,0.12,query_1,['GO:0005048']
GO:MF,GO:0030674,protein-macromolecule adaptor activity,0.03545259339752975,True,"""The binding activity of a protein that brings together two or more macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid."" [GOC:bf, GOC:mah, GOC:vw]",910,273,20,25063,0.07326007326007326,0.02197802197802198,query_1,['GO:0060090']
GO:BP,GO:0120161,regulation of cold-induced thermogenesis,0.03583707735847721,True,"""Any process that modulates the frequency, rate or extent of cold-induced thermogenesis."" [PMID:27876809]",140,275,6,26944,0.02181818181818182,0.04285714285714286,query_1,"['GO:0019222', 'GO:0051239', 'GO:0106106']"
GO:BP,GO:0044770,cell cycle phase transition,0.036349649627250714,True,"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]",529,275,13,26944,0.04727272727272727,0.024574669187145556,query_1,['GO:0022402']
GO:BP,GO:0060041,retina development in camera-type eye,0.036349649627250714,True,"""The process whose specific outcome is the progression of the retina over time, from its formation to the mature structure. The retina is the innermost layer or coating at the back of the eyeball, which is sensitive to light and in which the optic nerve terminates."" [GOC:bf, GOC:dph, ISBN:0815340729]",188,275,7,26944,0.025454545454545455,0.03723404255319149,query_1,"['GO:0043010', 'GO:0048856']"
GO:BP,GO:0035051,cardiocyte differentiation,0.036349649627250714,True,"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]",188,275,7,26944,0.025454545454545455,0.03723404255319149,query_1,"['GO:0007507', 'GO:0030154']"
GO:CC,GO:0032040,small-subunit processome,0.03643086247634374,True,"""A large ribonucleoprotein complex that is an early preribosomal complex. In S. cerevisiae, it has a size of 80S and consists of the 35S pre-rRNA, early-associating ribosomal proteins most of which are part of the small ribosomal subunit, the U3 snoRNA and associated proteins."" [GOC:krc, GOC:vw, PMID:12068309, PMID:12957375, PMID:15120992, PMID:15590835]",73,277,4,26995,0.01444043321299639,0.0547945205479452,query_1,['GO:0030684']
GO:BP,GO:0042981,regulation of apoptotic process,0.03691930853762912,True,"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]",1658,275,29,26944,0.10545454545454545,0.017490952955367914,query_1,"['GO:0006915', 'GO:0043067']"
GO:BP,GO:0048584,positive regulation of response to stimulus,0.03691930853762912,True,"""Any process that activates, maintains or increases the rate of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",2359,275,38,26944,0.13818181818181818,0.016108520559559136,query_1,"['GO:0048518', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0010628,positive regulation of gene expression,0.03691930853762912,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1285,275,24,26944,0.08727272727272728,0.01867704280155642,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']"
GO:BP,GO:0106106,cold-induced thermogenesis,0.03769717885507484,True,"""The process by which heat is generated by increasing metabolism in response to cold ambient temperatures in order to maintain a stable core body temperature."" [PMID:27876809]",142,275,6,26944,0.02181818181818182,0.04225352112676056,query_1,"['GO:0001659', 'GO:1990845']"
GO:BP,GO:0007602,phototransduction,0.037881164016355176,True,"""The sequence of reactions within a cell required to convert absorbed photons into a molecular signal."" [GOC:go_curators]",30,275,3,26944,0.01090909090909091,0.1,query_1,"['GO:0007165', 'GO:0009583']"
GO:BP,GO:0022038,corpus callosum development,0.037881164016355176,True,"""The process whose specific outcome is the progression of the corpus callosum over time, from its formation to the mature structure. The corpus callosum is a thick bundle of nerve fibers comprising a commissural plate connecting the two cerebral hemispheres. It consists of contralateral axon projections that provide communication between the right and left cerebral hemispheres."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",30,275,3,26944,0.01090909090909091,0.1,query_1,"['GO:0021537', 'GO:0048856']"
GO:BP,GO:0042149,cellular response to glucose starvation,0.03808573557531866,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of glucose."" [GOC:jl]",61,275,4,26944,0.014545454545454545,0.06557377049180328,query_1,['GO:0009267']
GO:BP,GO:0031946,regulation of glucocorticoid biosynthetic process,0.03835229484062079,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of glucocorticoids."" [GOC:mah]",9,275,2,26944,0.007272727272727273,0.2222222222222222,query_1,"['GO:0006704', 'GO:0031943', 'GO:0090030']"
GO:BP,GO:0048671,negative regulation of collateral sprouting,0.03835229484062079,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of collateral sprouting."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]",9,275,2,26944,0.007272727272727273,0.2222222222222222,query_1,"['GO:0030308', 'GO:0048640', 'GO:0048668', 'GO:0048670', 'GO:0050771']"
GO:BP,GO:1905941,positive regulation of gonad development,0.03835229484062079,True,"""Any process that activates or increases the frequency, rate or extent of gonad development."" [GO_REF:0000058, GOC:TermGenie, PMID:15342467]",9,275,2,26944,0.007272727272727273,0.2222222222222222,query_1,"['GO:0008406', 'GO:0051094', 'GO:0051240', 'GO:1905939', 'GO:2000243']"
GO:MF,GO:0060090,molecular adaptor activity,0.03869200179111395,True,"""The binding activity of a molecule that brings together two or more molecules through a selective, non-covalent, often stoichiometric interaction, permitting those molecules to function in a coordinated way."" [GOC:mtg_MIT_16mar07, GOC:vw]",1119,273,23,25063,0.08424908424908426,0.020554066130473638,query_1,['GO:0003674']
GO:MF,GO:0099186,structural constituent of postsynapse,0.03869200179111395,True,"""The action of a molecule that contributes to the structural integrity of a postsynapse."" [GOC:dos]",26,273,3,25063,0.01098901098901099,0.11538461538461539,query_1,['GO:0098918']
GO:BP,GO:2001234,negative regulation of apoptotic signaling pathway,0.039025532561718146,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",243,275,8,26944,0.02909090909090909,0.03292181069958848,query_1,"['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']"
GO:BP,GO:0050848,regulation of calcium-mediated signaling,0.039025532561718146,True,"""Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response."" [GOC:ai]",100,275,5,26944,0.01818181818181818,0.05,query_1,"['GO:0019722', 'GO:1902531']"
GO:BP,GO:0006793,phosphorus metabolic process,0.039025532561718146,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]",2450,275,39,26944,0.14181818181818182,0.015918367346938776,query_1,['GO:0044237']
GO:CC,GO:0030669,clathrin-coated endocytic vesicle membrane,0.039329771431394156,True,"""The lipid bilayer surrounding a clathrin-coated endocytic vesicle."" [GOC:mah]",13,277,2,26995,0.007220216606498195,0.15384615384615385,query_1,"['GO:0030665', 'GO:0030666', 'GO:0045334']"
GO:CC,GO:0071564,npBAF complex,0.039329771431394156,True,"""A SWI/SNF-type complex that is found in neural stem or progenitor cells, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, PHF10/BAF45A, ACTL6A/BAF53A genes. The npBAF complex is essential for the self-renewal/proliferative capacity of the multipotent neural stem cells."" [GOC:mah, GOC:ss, PMID:17640523]",13,277,2,26995,0.007220216606498195,0.15384615384615385,query_1,['GO:0070603']
GO:CC,GO:0140288,GBAF complex,0.039329771431394156,True,"""A SWI/SNF subcomplex that incorporates two mutually exclusive paralogs, GLTSCR1 (glioma tumor suppressor candidate region gene 1) or GLTSCR1L (GLTSCR1-like), BRD9 (bromodomain-containing 9) and the BAF subunits BAF155, BAF60, SS18, BAF53a, and BRG1/BRM."" [PMID:29374058]",13,277,2,26995,0.007220216606498195,0.15384615384615385,query_1,['GO:0070603']
GO:CC,GO:0106068,SUMO ligase complex,0.039329771431394156,True,"""A protein ligase complex that enables protein sumoylation. Consists of a SUMO-protein transferase and other proteins that may confer substrate specificity of the complex."" [PMID:16847351]",13,277,2,26995,0.007220216606498195,0.15384615384615385,query_1,['GO:1990234']
GO:CC,GO:0005681,spliceosomal complex,0.03941997722577211,True,"""Any of a series of ribonucleoprotein complexes that contain snRNA(s) and small nuclear ribonucleoproteins (snRNPs), and are formed sequentially during the spliceosomal splicing of one or more substrate RNAs, and which also contain the RNA substrate(s) from the initial target RNAs of splicing, the splicing intermediate RNA(s), to the final RNA products. During cis-splicing, the initial target RNA is a single, contiguous RNA transcript, whether mRNA, snoRNA, etc., and the released products are a spliced RNA and an excised intron, generally as a lariat structure. During trans-splicing, there are two initial substrate RNAs, the spliced leader RNA and a pre-mRNA."" [GOC:editors, GOC:mah, ISBN:0198547684, PMID:19239890]",219,277,7,26995,0.02527075812274368,0.0319634703196347,query_1,"['GO:0140513', 'GO:1990904']"
GO:CC,GO:0070382,exocytic vesicle,0.0396286946431706,True,"""A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah]",275,277,8,26995,0.02888086642599278,0.02909090909090909,query_1,"['GO:0030133', 'GO:0099503']"
GO:BP,GO:0019725,cellular homeostasis,0.040107690447216744,True,"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]",869,275,18,26944,0.06545454545454546,0.020713463751438434,query_1,['GO:0042592']
GO:BP,GO:0023058,adaptation of signaling pathway,0.04020989037971198,True,"""The regulation of a signal transduction pathway in response to a stimulus upon prolonged exposure to that stimulus."" [GOC:mtg_signal]",31,275,3,26944,0.01090909090909091,0.0967741935483871,query_1,['GO:0009966']
GO:BP,GO:0042274,ribosomal small subunit biogenesis,0.04020989037971198,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a small ribosomal subunit; includes transport to the sites of protein synthesis."" [GOC:jl]",101,275,5,26944,0.01818181818181818,0.04950495049504951,query_1,"['GO:0022613', 'GO:0042254']"
GO:BP,GO:1901798,positive regulation of signal transduction by p53 class mediator,0.04020989037971198,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]",31,275,3,26944,0.01090909090909091,0.0967741935483871,query_1,"['GO:0072331', 'GO:1901796', 'GO:1902533']"
GO:BP,GO:0048499,synaptic vesicle membrane organization,0.04020989037971198,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the membrane surrounding a synaptic vesicle."" [GOC:dph, GOC:jl, GOC:mah, PMID:10620806]",31,275,3,26944,0.01090909090909091,0.0967741935483871,query_1,"['GO:0010256', 'GO:0061024']"
GO:BP,GO:0031623,receptor internalization,0.04020989037971198,True,"""A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane."" [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]",145,275,6,26944,0.02181818181818182,0.041379310344827586,query_1,['GO:0006898']
GO:CC,GO:1902562,H4 histone acetyltransferase complex,0.040243351404498334,True,"""A protein complex which is capable of H4 histone acetyltransferase activity."" [GOC:bhm, GOC:TermGenie, PMID:23775086]",40,277,3,26995,0.010830324909747292,0.075,query_1,['GO:0000123']
GO:MF,GO:0061629,RNA polymerase II-specific DNA-binding transcription factor binding,0.041106571376982606,True,"""Binding to a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription."" [GOC:dph, GOC:vw]",377,273,11,25063,0.040293040293040296,0.029177718832891247,query_1,['GO:0140297']
GO:BP,GO:0051253,negative regulation of RNA metabolic process,0.04192306520090921,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",1527,275,27,26944,0.09818181818181818,0.01768172888015717,query_1,"['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']"
GO:BP,GO:0003015,heart process,0.04206967213090077,True,"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]",247,275,8,26944,0.02909090909090909,0.032388663967611336,query_1,['GO:0003013']
GO:CC,GO:0030658,transport vesicle membrane,0.04219818044835823,True,"""The lipid bilayer surrounding a transport vesicle."" [GOC:mah]",223,277,7,26995,0.02527075812274368,0.03139013452914798,query_1,"['GO:0030133', 'GO:0030659', 'GO:0098588']"
GO:CC,GO:0005643,nuclear pore,0.04235761541380926,True,"""A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined."" [ISBN:0198547684]",78,277,4,26995,0.01444043321299639,0.05128205128205128,query_1,"['GO:0005635', 'GO:0140513']"
GO:BP,GO:0042446,hormone biosynthetic process,0.04269692409340399,True,"""The chemical reactions and pathways resulting in the formation of any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",64,275,4,26944,0.014545454545454545,0.0625,query_1,"['GO:0009058', 'GO:0042445']"
GO:BP,GO:0031338,regulation of vesicle fusion,0.04269692409340399,True,"""Any process that modulates the frequency, rate or extent of vesicle fusion."" [GOC:mah]",32,275,3,26944,0.01090909090909091,0.09375,query_1,"['GO:0006906', 'GO:0033043', 'GO:0060627']"
GO:BP,GO:0009749,response to glucose,0.04269692409340399,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus."" [GOC:jl]",248,275,8,26944,0.02909090909090909,0.03225806451612903,query_1,['GO:0009746']
GO:BP,GO:0098930,axonal transport,0.04269692409340399,True,"""The directed movement of organelles or molecules along microtubules in axons."" [ISBN:0815316194]",64,275,4,26944,0.014545454545454545,0.0625,query_1,['GO:0008088']
GO:BP,GO:0051153,regulation of striated muscle cell differentiation,0.04269692409340399,True,"""Any process that modulates the frequency, rate or extent of striated muscle cell differentiation."" [CL:0000737, GOC:ai]",103,275,5,26944,0.01818181818181818,0.04854368932038835,query_1,"['GO:0051146', 'GO:0051147']"
GO:BP,GO:0051591,response to cAMP,0.04269692409340399,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cAMP (cyclic AMP, adenosine 3',5'-cyclophosphate) stimulus."" [GOC:ai]",103,275,5,26944,0.01818181818181818,0.04854368932038835,query_1,"['GO:0014074', 'GO:0046683', 'GO:1901700']"
GO:BP,GO:0000460,maturation of 5.8S rRNA,0.04269692409340399,True,"""Any process involved in the maturation of a precursor 5.8S ribosomal RNA (rRNA) molecule into a mature 5.8S rRNA molecule."" [GOC:curators]",32,275,3,26944,0.01090909090909091,0.09375,query_1,['GO:0006364']
